author,year,covidence_id,sub_shock,sub_gender,sub_indication,subgroup_level,measure,measure_short,pool,measure_details,test_used,test_used_abbreviation,test_subscale,data_type,cat_measure,test_cutoff,symptom_category,cutoff_notes,clin_sig,mild,mild_plus,mod,mod_plus,sev,v_sev,pool_mod_plus,comparison_group_yesno,comparison_group_detail,comparison_group,study_timepoint,timepoint,timepoint2,time_broad_numerical,time_broad_units,time_descriptive,time_average_type,time_average,time_average_units,time_variance_type,time_variance,time_variance_range_type,time_variance_ll,time_variance_ul,range_units,time_2,time_group1,time_group1_N,time_group2,time_group2_N,time_average2,time_variance2,time_variance_ll2,time_variance_ul2,time_group3,time_group3_N,time_average3,time_variance3,time_variance_ll3,time_variance_ul3,categorical_notes,N_with_condition,N_without_condition,percentage_with_condition,N_total,N_tot_notes,average_type,average,variance_type,variance,range_type,range_ll,range_ul,icd2,icd1_details,icd2_details,N_total_icd2,average_type_icd2,average_icd2,variance_type_icd2,variance_icd2,variance_range_type_icd2,variance_range_ll_icd2,variance_range_ul_icd2,icd3,icd3_details,N_total_icd3,average_type_icd3,average_icd3,variance_type_icd3,variance_icd3,variance_range_type_icd3,variance_range_ll_icd3,variance_range_ul_icd3,icd4,icd4_details,N_total_icd4,average_type_icd4,average_icd4,variance_type_icd4,variance_icd4,variance_range_type_icd4,variance_range_ll_icd4,variance_range_ul_icd4,categorical_notes_comparison,N_with_condition_comparison,N_without_condition_comparison,percentage_with_condition_comparison,N_total_comparison,average_type_comparison,average_comparison,variance_type_comparison,variance_comparison,range_type_comparison,range_ll_comparison,range_ul_comparison,cohen_d_comparison,group1_cohensd_N,group2_cohensd_N,higherscore_cohensd,p_cohens_d_comparison
Kim,2020b,1615,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,psychological distress,,,,1,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,1,1,,,"hospital admission, pre-implant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,5,,,IQR,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,2,,,IQR,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,5,,,IQR,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,4,,,IQR,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,1,1,,,"hospital admission, pre-implant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,5,,,IQR,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,3,,,IQR,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,4,,,IQR,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,2,,,IQR,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,1,1,,,"hospital admission, pre-implant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,4,,,IQR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,3,,,IQR,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,3,,,IQR,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,primary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,median,4,,,IQR,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,1,1,,,"hospital admission, pre-implant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,4,,,IQR,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,2,,,1,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,3,,,IQR,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,1,,,IQR,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,2020b,1615,,,Y,secondary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,median,1,,,IQR,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,depression,d,,depressive symptoms,Beck Depression Inventory,BDI,,cont,,,,,,,,,,,,,,,,1,,,,,post ICD,mean,19.5,day,SD,27.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,3.86,SD,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,depression,d,,depressive symptoms,Beck Depression Inventory,BDI,,cont,,,,,,,,,,,,,,,,2,,,,,post ICD,mean,204,day,SD,26.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,4.9,SD,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,depression,d,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,1,,,,,post ICD,mean,19.5,day,SD,27.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,47.63,SD,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,depression,d,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,2,,,,,post ICD,mean,204,day,SD,26.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,49.82,SD,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,anxiety,a,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,1,,,,,post ICD,mean,19.5,day,SD,27.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,47.31,SD,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,anxiety,a,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,2,,,,,post ICD,mean,204,day,SD,26.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,46.73,SD,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,phobic anxiety,a,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,1,,,,,post ICD,mean,19.5,day,SD,27.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,48.13,SD,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knackstedt,2014,1576,,,,,phobic anxiety,a,,,Brief Symptom Inventory,BSI,,cont,,,,,,,,,,,,,,,,2,,,,,post ICD,mean,204,day,SD,26.8,,,,,,,,,,,,,,,,,,,,,,,,17,,mean,47.18,SD,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köbe,2017,1573,,,,,ptsd,p,,,Post-traumatic Stress Diagnostic Scale,PDS,,cat,diagnosis,1-Oct,,mild severity,,,,,,,,,,,,1,,,,,,mean,941.9,day,SD,313.3,,,,,yes,tv-ICD,42,S-ICD,42,622.1,317.3,,,,,,,,,,12,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köbe,2017,1573,,,,,anxiety,a,,,Patient Health Questionnaire,PHQ,an anxiety disorder,cat,diagnosis,fulfill criteria,,,1,,,,,,,,,,,1,,,,,,mean,941.9,day,SD,313.3,,,,,yes,tv-ICD,42,S-ICD,42,622.1,317.3,,,,,,,,,,3,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köbe,2017,1573,,,,,depression,d,,,Patient Health Questionnaire,PHQ,major depression,cat,diagnosis,fulfill criteria,,,1,,,,,,,,,,,1,,,,,,mean,941.9,day,SD,313.3,,,,,yes,tv-ICD,42,S-ICD,42,622.1,317.3,,,,,,,,,,6,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Köbe,2017,1573,,,,,panic disorder,a,,,Patient Health Questionnaire,PHQ,panic disorder,cat,diagnosis,fulfill criteria,,,1,,,,,,,,,,,1,,,,,,mean,941.9,day,SD,313.3,,,,,yes,tv-ICD,42,S-ICD,42,622.1,317.3,,,,,,,,,,2,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuhl,2009,2186,,,,,anxiety,a,,,State-Trait Anxiety Inventory,STAI,trait anxiety,cont,,,,,,,,,,,,,,,,1,,,,,only reported for intervention and control group together,mean,10.71,month,SD,21.81,,,,,,,,,,,,,,,,,,,,,,,,15,,mean,33.44,SD,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuhl,2009,2186,,,,,anxiety,a,,,State-Trait Anxiety Inventory,STAI,trait anxiety,cont,,,,,,,,,,,,,,,,2,3,3,,,T1 + 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,mean,30.62,SD,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lache,2007,2162,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥11,abnormal,,1,,,,,,,,,,,1,,,,,,mean,3,year,SD,2.4,,,,,,,,,,,,,,,,,,,,"pooled ""missing hemodynamic recovery"" and normal recovery",5,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lache,2007,2162,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥9,abnormal,,1,,,,,,,,,,,1,,,,,,mean,3,year,SD,2.4,,,,,,,,,,,,,,,,,,,,"pooled ""missing hemodynamic recovery"" and normal recovery",13,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,1,1,1,,,prior to surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,mean,7.04,SD,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,2,,,2,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,mean,7.27,SD,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,3,,,4,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,mean,4.51,SD,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,4,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,mean,6.21,SD,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,1,1,1,,,prior to surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,mean,7.48,SD,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,2,,,2,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,mean,7.17,SD,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,3,,,4,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,mean,6.41,SD,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cont,,,,,,,,,,,,,,,,4,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,mean,7.05,SD,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>13,clinically significant,,1,,,,,,,,,,,1,1,1,,,prior to surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>13,clinically significant,,1,,,,,,,,,,,2,,,2,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>13,clinically significant,,1,,,,,,,,,,,3,,,4,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,depression,d,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>13,clinically significant,,1,,,,,,,,,,,4,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>9,clinically significant,,1,,,,,,,,,,,1,1,1,,,prior to surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>9,clinically significant,,1,,,,,,,,,,,2,,,2,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>9,clinically significant,,1,,,,,,,,,,,3,,,4,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon,2007,2070,,,,,anxiety,a,,,Depression Anxiety and Stress Scale,DASS,,cat,symptom,>9,clinically significant,,1,,,,,,,,,,,4,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leosdottir,2006,2066,,,,,anxiety,a,,,Beck Anxiety Inventory,BAI,,cat,symptom,≥17,moderate+,moderate or severe anxiety,,,,,1,,,,,,,1,,,,,,mean,37.8,month,SD,28.6,range,11.6,154.9,month,,,,,,,,,,,,,,,,,6,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leosdottir,2006,2066,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥17,moderate+,moderate or severe depression,,,,,1,,,,,,,1,,,,,,mean,37.8,month,SD,28.6,range,11.6,154.9,month,,,,,,,,,,,,,,,,,4,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levesque,2020,1554,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,anxiety,cont,,,,,,,,,,,,,yes,congenital heart disease,cardiac,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,107,,mean,6.4,SD,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,mean,5.8,SD,3.8,,,,,,,,
Levesque,2020,1554,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,depression,cont,,,,,,,,,,,,,yes,congenital heart disease,cardiac,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,107,,mean,3.6,SD,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,mean,3.5,SD,3.5,,,,,,,,
Levesque,2020,1554,,,Y,primary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,anxiety,cont,,,,,,,,,,,,,,,,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,41,,mean,6.2,SD,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levesque,2020,1554,,,Y,secondary,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,anxiety,cont,,,,,,,,,,,,,,,,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,63,,mean,6.9,SD,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levesque,2020,1554,,,Y,primary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,depression,cont,,,,,,,,,,,,,,,,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,41,,mean,3.5,SD,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levesque,2020,1554,,,Y,secondary,depression,d,,,Hospital Anxiety and Depression Scale,HADS,depression,cont,,,,,,,,,,,,,,,,1,,,,,,mean,7.3,year,SD,8.1,,,,,yes,primary prevention,41,secondary prevention,63,7.6,7.1,,,,,,,,,,,,,63,,mean,3.8,SD,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin,2009,1545,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,anxiety,cat,symptom,≥8,borderline,borderline anxiety,,,1,,,,,,,,,1,1,1,,,preimplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.11,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin,2009,1545,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,anxiety,cat,symptom,≥8,borderline,borderline anxiety,,,1,,,,,,,,,2,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin,2009,1545,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,depression,cat,symptom,≥8,borderline,borderline depression,,,1,,,,,,,,,1,1,1,,,preimplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin,2009,1545,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,depression,cat,symptom,≥8,borderline,borderline depression,,,1,,,,,,,,,2,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lüderitz,1993,1486,,,,,anxiety,a,,,State Trait Anxiety Inventory,STAI,state anxiety,cont,,,,,,,,,,,,,,,,1,1,1,,,preimplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,mean,38.2,,6.8,,,,yes,<5 shocks,>5 shocks,24,mean,38.4,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lüderitz,1993,1486,,,,,anxiety,a,,,State Trait Anxiety Inventory,STAI,state anxiety,cont,,,,,,,,,,,,,,,,2,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,mean,36.3,,7.6,,,,yes,<5 shocks,>5 shocks,24,mean,46.4,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luyster,2009,1476,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥10,mild+,,1,,,,,,,,,,,1,,,,,,mean,2.3,year,SD,1.8,range,0.36,11.7,year,,,,,,,,,,,,,,,,,,,24,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luyster,2009,1476,,,,,anxiety,a,,,Spielberger Trait Anxiety Inventory,STAI,,cat,symptom,≥40,risk of clinical,risk of clinical anxiety,1,,,,,,,,,,,1,,,,,,mean,2.3,year,SD,1.8,range,0.36,11.7,year,,,,,,,,,,,,,,,,,,,36,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luyster,2006,1475,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥10,moderate+,,1,,,,,,,,,,,1,,,,,,mean,1.9,year,SD,1.8,range,0.07,8.8,year,,,,,,,,,,,,,,,,,,,22,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luyster,2006,1475,,,,,anxiety,a,,,Spielberger Trait Anxiety Inventory,STAI-T,trait anxiety,cat,symptom,≥40,risk of clinical,risk of clinical anxiety,1,,,,,,,,,,,1,,,,,,mean,1.9,year,SD,1.8,range,0.07,8.8,year,,,,,,,,,,,,,,,,,,,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
